example_id,tweet_id,conversation_id,customer_text,previous_context,intent,difficulty,needs_context,annotation_notes
GOLD_124,458894,458898,"@AmazonHelp I paid extra for one day shipping, can i expect that money back, as two Day was free and It will take 3-4",@223981 Please let us know if this doesn't arrive by the second. We want to ensure you receive your package. ^RR,REFUND_RETURN,easy,False,
GOLD_125,1435693,1435693,"@AmazonHelp said my package was delivered yesterday, yet it still isn’t here 😐",,DELIVERY_SHIPPING,easy,False,
GOLD_126,2226790,2226802,"@AmazonHelp I have but checked and only other reason than address is damaged which if the case three times is a worry, I would suggest Amazon make it clear on tracker why it is sent back this will help the customer and save time",@649988 There are a few possible options why your orders were returned to the sender and they don't necessarily have to do anything with your own address. If you contact us by using the link provided to you we'll be able to provide more information. ^MA,DAMAGED_MISSING_ITEM,easy,False,
GOLD_127,1310984,1310986,"@AmazonHelp ありがとうございます。わざわざすみません💦こんなに大きい箱と大量の紙はもったいないなあと。もう2,3本醤油を買わないと申し訳ない感じの梱包で💦
書いときます💦",@426347 リプライ失礼いたします。ご不快な思いをおかけし申し訳ございません。梱包が適切でないとお感じの場合、今後の参考とさせていただきたく存じますので、よろしければ以下リンクより梱包のご意見をお寄せください。https://t.co/r80cIFs9f6  HM,OTHER,hard,True,
GOLD_128,848150,848150,"@115851@amazonIN now after cancelling order, amozon refuse to trasnfer my money into my bank account from amazon pay balance. what a hell",,PAYMENT_BILLING,easy,False,
GOLD_129,671600,671606,@AmazonHelp I want to complain about a product delivered that was different from the picture and about how useless you guys are at actually helping resolve the issue,"@140382 Hello, I understand you are annoyed but we need more information in order to direct you to the correct complaints department. Can you please explain the issue you have been having? Thank you. ^KK",CUSTOMER_SERVICE_COMPLAINT,medium,False,
GOLD_130,2555213,2555210,@AmazonHelp This is been almost a month i asked for return and then subsequently refund.everything was delays. Not happy at all,"@725594 Apologies for the experience, Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you shortly. ^BS",REFUND_RETURN,easy,False,
GOLD_131,665255,665254,@AmazonHelp U shud check on ur system firstly my log in id no. is 9810573735,@AmazonHelp It was said that they are unable to  access to my issue/order. Then call disconnected even I couldn't talk to ur customer care,ACCOUNT_LOGIN,easy,False,
GOLD_132,1668358,1668359,@AmazonHelp Am I supposed to return stone via courier???,"@507813 I'm so sorry to know about this, Vipul. We have responded to you here: https://t.co/0ZxO1SfPdK. Request you to check. ^MP",REFUND_RETURN,easy,False,
GOLD_133,2319446,2319437,"@AmazonHelp Today finally I got the delivery, and I also found a way to get it.
Guys whenever you want a cash on delivery just do one thing post here your last 4 digits of order id and it will be delivered.
And ya my other couriers are on way make sure next time this problem is not repeated.",@647669 I'm positive the product would be delivered by the end of the day without any hassle. Please keep us posted. ^KA,DELIVERY_SHIPPING,easy,False,
GOLD_134,2525442,2525444,@AmazonHelp @719120 Haha! ☝️,"@719120 I'm so sorry your order hasn't arrived, especially since it received an ""attempted delivery"" scan. We'd like to help if we're able. Just to confirm, who's the carrier on the order shown here: https://t.co/q4LAMZ3tbE? ^JN",DELIVERY_SHIPPING,medium,True,
GOLD_135,799632,799647,@AmazonHelp Yeah got despatched yesterday 3 items &amp; it is with royal mail which seems odd never had them on a prime delivery before?,@310567 Can you confirm if the item has been dispatched? Have a look at the tracking here: https://t.co/aaDyEz1VgE ^CR,DELIVERY_SHIPPING,easy,False,
GOLD_136,2875643,2875644,@AmazonHelp ?? https://t.co/LKMwajL6HP,@798319 The message you received wasn't from Amazon.in. Kindly refer to Amazon.in website and app only for genuine offers. ^PS,OTHER,hard,True,
GOLD_137,1600148,1600140,@AmazonHelp M not interested in email replies. Do let me know the date when product will be delivered.else cancel the order n refund the money.,@491340 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check. ^PS,REFUND_RETURN,easy,False,
GOLD_138,722142,722145,"@AmazonHelp FYI, link is meant to raise issue against order, amazon devices, kindle apps, digital services, prime &amp; Something else for account changes!",@AmazonHelp No Thanks again!!! Check the link you provided earlier to test if you can log an issue for a product misinformation...1/n,PRIME_SUBSCRIPTION,easy,False,
GOLD_139,2135559,2135559,"@115850 dear amazon, is the McBook Air 2017 ( cost - 56000) available through the Bajaj EMilI card?",,PAYMENT_BILLING,easy,False,
GOLD_140,958822,958822,"@AmazonHelp any reason why this Prime order I placed 3 days ago is taking a week to ship? 

Sorta needed these this week :( https://t.co/UEYbJt7LrG",,PRIME_SUBSCRIPTION,easy,False,
GOLD_141,689512,689512,@115821 I m trying to cancel this order as it was placed by my friend accidentally while checking out the overall total but the page doesn't load while clicking on cancel order.. Can u please help.. I don't want anything right now.. Can you please do it ASAP. https://t.co/HSn159UOFj,,ORDER_MODIFICATION,easy,False,
GOLD_142,2670736,2670736,"@115850  Is it true and official offered by Amazon India??????

 ""Congratz! Rs.5000 has been credited to your Amazon Pay Balance wallet. Valid till Midnight 11: 59 PM."" https://t.co/lsEzwgbTe5",,PAYMENT_BILLING,easy,False,
GOLD_143,2631385,2631385,"I don’t usually do this, but I need to give a shout out and props to @115821 / @AmazonHelp for their PERFECT customer service. Jess arranged for a replacement order of a package without any hassle! Thank you !",,DELIVERY_SHIPPING,easy,False,
GOLD_144,192322,192322,@AmazonHelp I am not able to cancel my order..plz help,,ORDER_MODIFICATION,easy,False,
GOLD_145,580648,580649,"@AmazonHelp Done, thanks.","@256791 We'd like to help out, but we don't have access to your account for security reasons. Please contact us here so we can address this properly:  https://t.co/JzP7hlA23B ^SA",ACCOUNT_LOGIN,medium,True,
GOLD_146,1155165,1155174,@AmazonHelp I am still waiting that you will contact me soon.. 😀😀,@391747 Thank you for sharing your details. We're working on this issue and will get in touch with you at the earliest. ^AR,OTHER,hard,False,
GOLD_147,809408,809408,@AmazonHelp why was one of my vinyl records sent without being protected? Unsurprisingly 2 corners damaged. https://t.co/tvc9lwemUB,,DAMAGED_MISSING_ITEM,easy,False,
GOLD_148,431622,431622,@115821 @AmazonHelp your new delivery by AMZL US sucks way to fix-break something that was fine before.No two day shipping for prime I guess,,DELIVERY_SHIPPING,easy,False,
GOLD_149,2663918,2663919,"@AmazonHelp Sorry, don't trust live chat any more",@750630 This isn't the experience we want for our customers. Please let us take a look into this with you here: https://t.co/JzP7hlA23B ^DO,CUSTOMER_SERVICE_COMPLAINT,medium,False,
GOLD_150,1648515,1648517,"@115821 ""Please...contact carrier for the next steps""

The carrier is @115821. K, you fucked shipping out of me again. What is the next steps?","@115821 ""An attempt was made to deliver your package."" My desk is ten feet away from the door. There was no attempt.",DELIVERY_SHIPPING,easy,False,
GOLD_151,1286984,1286999,@AmazonHelp What's the U.S. customer support contact?,"@421025 Understand, we don't have access for your account from here, so we suggest to contact Customer Support so 1/2",CUSTOMER_SERVICE_COMPLAINT,medium,False,
GOLD_152,756327,756329,@AmazonHelp Just looking into this. So I have to go out of my way and return these items all because they were not delivered correctly,@158344 Oh no! That's not what we strive for! Please check here: https://t.co/tUkcCvzQZ0 for replacement/refund options. ^TR,REFUND_RETURN,easy,False,
GOLD_153,508101,508103,"@AmazonHelp @236664 You're missing the delivery dates in mine! Just today I got a package that was ""guaranteed"" for nov 29.",@236664 Two-Day Shipping refers to the time in transit once an order is dispatched from our facilities. Are we missing the delivery dates provided in your Order Confirmation e-mails? Please keep us posted! ^EZ,DAMAGED_MISSING_ITEM,medium,False,
GOLD_154,649628,649628,".@115821, @AmazonHelp: 4th business day waiting for a $800+ refund. Contacted support chat who ""escalated it"". It should be resolved in 2-3 MORE BUSINESS DAYS. More then 2 weeks to get a refund. Canceled prime. You know black friday is coming up?",,REFUND_RETURN,easy,False,
GOLD_155,980086,12549,@115850 I don't need cheap consolation i want my money back solve the problem as earlier possible,@115850 Mera refund ka paisa kisi dusreka account me dalke fir bolte ho galti ho gaya hai aur bara bara baat karte ho shame on u,REFUND_RETURN,easy,False,
GOLD_156,432331,432330,@AmazonHelp Got this just now. Not even a week since this last happened. Come on man what do I have to do... https://t.co/zH1kZZerr1,"@AmazonHelp To be honest, I don’t need anything else. It’s too late now and it’ll probably come tomorrow. My moaning won’t change this constant issue.",OTHER,hard,False,
GOLD_157,865804,865806,@AmazonHelp Today.  I was home.  Couldn't deliver???  Can't cancel order??? You guys are pathetic.  @AmazonHelp,"@AmazonHelp No, your representatives were completely unhelpful.  Told me I could ""cancel my membership if that's what made me happy.""",ORDER_MODIFICATION,easy,False,
GOLD_158,526547,526550,@AmazonHelp It’s damaged in the sense that the amazon sticker leaves an obvious sticky layer when I try to peel it off,"@239085 Oh no, Daniel. Was the item damaged at all? We strive to improve and appreciate your feedback. When you get a moment please provide more feedback here: https://t.co/EfRIWevqkx ^BA",DAMAGED_MISSING_ITEM,easy,False,
GOLD_159,17918,17916,@AmazonHelp Please elaborate. If the charges are of prime subscription on https://t.co/PDFhxlk2Fc then why was i charged 499 in the first place??,@119974 Sorry about the payment issue. This charge could be of Prime subscription on https://t.co/nUUp5MLhYl. (1/2) ^KA,PRIME_SUBSCRIPTION,easy,False,
GOLD_160,2933563,2933564,@AmazonHelp I've spent 3 hours in 2 days on the phone with your supposed customer service people. If you think I'm going to repeat myself again you can think again.,@228170 Sorry to hear that. Without giving out personal info please let us know what happened? ^RS,CUSTOMER_SERVICE_COMPLAINT,medium,False,
GOLD_161,1649138,1649138,"@131470 I've had payments declined 12 times on Amazon. each time you say it's working I try again, clearly you don't know whats wrong",,PAYMENT_BILLING,easy,False,
GOLD_162,2601540,2601540,"@AmazonHelp - my wife’s account is coming up as “locked, please check your emails......” but she hasn’t received any instructions. What does she need to do as she is doing my head in!! Many thanks. G",,ACCOUNT_LOGIN,easy,False,
GOLD_163,1629851,1629849,"@119356 @118919 It's 19th November and I've not yet received the refund amount. @119356 @115850 @118919 
It's been told to me that the amazon services don't share bank reference number against the refund immediately after the refund process has been started.","Very poor customer service in Amazon. Delivery man didn't even call me and issued a refund. 
@119356 
@118919",PAYMENT_BILLING,easy,False,
GOLD_164,678292,678300,"@AmazonHelp Still it take more time to work on.
I just ask to refund my money to my bank account.",@281822 Thanks for the heads up. Our team will work on this issue and get back to you with an update. ^PJ,PAYMENT_BILLING,easy,False,
GOLD_165,318878,318878,Amazon charged me twice 😒,,PAYMENT_BILLING,easy,False,
GOLD_166,1275061,1275053,@AmazonHelp i want to cancel this order now and get my refund...what is the procedure??,@AmazonHelp I have already sent reply and still havent heard anything. Email says we will come with an update By October 30th.what is going on?,ORDER_MODIFICATION,easy,False,
GOLD_167,1493721,1493722,"@115850 Hi i am still waiting for activation of my gift card even i have sent a mail to your support, when it get resolve,pls?","@115850 hv usd my gift crd in# 403-6112284-7792352 due chng paymnt option it got expird how to use this? 7827486933,__email__ https://t.co/y9g72guZNJ",PAYMENT_BILLING,easy,False,
GOLD_168,1240443,1240457,"@AmazonHelp Hi, I can’t access that link because my email address has been changed","@410949 Hi, we are going to have to ask you to reach out to us once again with the link provided ^PK. Have you changed your email password once you gained access to your account ? We would recommend doing this. ^CR",ACCOUNT_LOGIN,easy,False,
GOLD_169,835521,835516,@AmazonHelp Last one was yesterday 13:00-17:00. After that - by today. Check the transcripts of the chat.,@316081 Thanks for confirming- Was a time frame provided on how long you should wait for delivery? ^NV,CUSTOMER_SERVICE_COMPLAINT,medium,False,
GOLD_170,2320277,2320278,"@AmazonHelp Done and done, really needed it as it's an airpump for my fishtank, don't know why it's taking so long and why it's stuck in the depot","@215497 I'm sorry for the delay. We can look into this for you, Liam, and get it sorted for you. Just click the link here and follow the prompts:  https://t.co/JzP7hlA23B ^EM",OTHER,hard,False,
GOLD_171,2004723,2004726,@AmazonHelp Called and got it squared away.,"@592820 Since the textbook was rented with a friend's account, it would be best if the account owner can contact us directly. ^JS",OTHER,hard,False,
GOLD_172,483781,483779,"@AmazonHelp 9:38 pm, and my game is still sitting in Florida. Since I’m in Pennsylvania, that’s just a smidge of a problem.","@230084 Parcels can be dispatched and delivered on the same day. Today is the release date for this item. If there is no update in the tracking or no sign of your parcel by 8pm, please let us know.^BZ",OTHER,hard,False,
GOLD_173,512367,512373,"@AmazonHelp I've been told they only see 0.00 for ""card verification""...

I see 1.00 for Prime membership. Your girl Varsha is lying to me.

I want my pound back, you sneaky buggers.",@237830 Thank you for that information! Please keep us update! ^LS,PRIME_SUBSCRIPTION,medium,False,
GOLD_174,2918637,2918640,"@AmazonHelp I was only given the option to return but I want more done. This was supposed to be a gift for some one but it first arrived late, then damaged. Then the replacement was damaged as well.","@807838 I'm terribly sorry, David. Returns, replacements, and exchanges can be made here: https://t.co/ITd7bvWK86 or, if you prefer, you can contact us via phone, chat, or e-mail here: https://t.co/hApLpMlfHN. ^KL",DAMAGED_MISSING_ITEM,easy,False,
GOLD_175,465093,465097,@116090 I guess.... NOT,"@116090 so my package’s tracking updated to today, you guys sent me an email saying hey yeah they’re late sometimes check the updated tracking, but still nothing... I guess there’s another hour till 8 today, right? Lol why pay for Prime? ¯\_(ツ)_/¯",DELIVERY_SHIPPING,medium,True,
GOLD_176,2764416,2764417,@AmazonHelp after connecting care team they are not taking request and giving 4-5 wrking day waiting for resolve after 5 day refund not receive then again the same story repeat to another executive thenthey again taking request &amp; result is the same not resolution after frustration I hd tweet,"@773243 Apologies for the issues with refund, that wasn't intended. Please contact our support team here: https://t.co/vlvfJr4nN9 and we will assist you. ^BS",REFUND_RETURN,easy,False,
GOLD_177,612749,612752,@AmazonHelp Did. No response from Seller and Amazon. will file a dispute with CC and will return and charge a cashback.,@265727 That's very unusual. Please report this here: https://t.co/rS49hgaADF so that our team can assist you accordingly. ^BV,REFUND_RETURN,easy,False,
GOLD_178,425459,425407,@AmazonHelp Spoke to some lady she said my product handed over to wrong corer it's not be return so it will come amazon first then they will give,@216204 We've escalated the issue to our concerned department. We'll get back to you as soon as we receive an update from them. ^SH,REFUND_RETURN,easy,False,
GOLD_179,844138,844130,@AmazonHelp Any way I can get you more specific details about the issue?,@320694 I'm sorry to hear this! What information or resources did the agent you spoke with provide? ^MW,OTHER,hard,False,
GOLD_180,564900,564900,"Does Amazon USA ask for social security number, then why Amazon India thinks it can ask for #aadhaar and why is govt mute over this? @118341",,OTHER,hard,False,
GOLD_181,2949511,2949511,"@AmazonHelp Everything in the box was destroyed by a broken bottle of laundry detergent. I cannot return any of it, I just need a complete replacement of the entire shipment. How do I do this? https://t.co/W8cOZFENqE",,DAMAGED_MISSING_ITEM,easy,False,
GOLD_182,789292,789287,@119625 Can it be like 5 episodes from any series?,You can win too! 10 winners a week till 31st Oct! Watch any 5 titles (movies or TV shows). #SuperDiwali https://t.co/aQeXU8zFtj https://t.co/W4qunmQH1x,OTHER,hard,False,
GOLD_183,279318,279455,@AmazonHelp I provided all the detail - you may also call me  @115850 @115851 @14117 @123289 @122869,@182606 The link provided has a skip sign in option. Please check. (1/2) ^HD,CUSTOMER_SERVICE_COMPLAINT,medium,False,
GOLD_184,1553854,1553854,Being driven slowly insane by @115821 &amp; @115830 -my password has been reset (not by me) and so far customer services have been useless.,,ACCOUNT_LOGIN,easy,False,
GOLD_185,2338681,2338675,@AmazonHelp Price may vary between sellers but it can't be more than MRP,@676548 price they feel is fair. Prices may vary between sellers. More details on pricing here: https://t.co/whLJXo4tkL. (2/2) ^VM,OTHER,hard,False,
GOLD_186,992879,982924,@AmazonHelp so where is the resolution Amazon....have you people gone asleep ....you have charged me for prime subscription Rs 499..(1/6),"@353032 here: https://t.co/2t6DQoUmNZ, we'll get back to you soon. 2/2 ^AP",PRIME_SUBSCRIPTION,medium,False,
GOLD_187,2397278,2397278,"When i report an issue of incorrect product / damaged products being delivered in two months at Amazon India , they say they would not let this happen again and yet I have had to face these issues six times in two months .I regret buying at Amazon India . # Amazon .in",,DAMAGED_MISSING_ITEM,easy,False,
GOLD_188,2611603,2611604,"@AmazonHelp Did you read the tweet, I already had a word with your executive n they just said they will refund.. Pathetic","@158425 I get your concern. We'd like to take a closer look into this issue, kindly fill in your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN",REFUND_RETURN,easy,False,
GOLD_189,2211473,2211473,Why do Amazon use Hermes as a courier? ¬.¬ my book is meant to be here and clearly isn't,,OTHER,hard,False,
GOLD_190,129712,129713,@AmazonHelp Chat support gave me an email address and phone option. That's not the point why have chat support if they are rude and untrained?,"@145244 Oh no! That's not the experience we want you to have! Without posting personal/account information, can you tell us more about the issue? What options have we been able to provide so far? ^BN",ACCOUNT_LOGIN,easy,False,
GOLD_191,486748,486749,"@AmazonHelp So I applied for your rewards card. I was sent the email stating that I got approved, it's on my account, but you guys asked me to confirm the number. Did that with my CapOne card too.","@161302 Oh no, Katherine! Could you explain to us what happened, without providing any personal account information? ^GP",PAYMENT_BILLING,easy,False,
GOLD_192,2260782,2260782,"Omg @115850 delivered my order to someone else. And despite of validating twice you've handed it to the wrong person and me calling thrice, you arent issuing another order in place of it or a refund. Sick.",,REFUND_RETURN,easy,False,
GOLD_193,1401350,1401350,@AmazonHelp are you having a laugh?! I've tried to cancel this order so many times!!!!!!!!! Still hasn't arrived!!! https://t.co/61DbnQxRZj,,ORDER_MODIFICATION,easy,False,
GOLD_194,2276757,2276757,@115830 this is the 2nd email I have received from your ‘marketplace’ department. Are they real or is this just spam someone has hacked from Amazon? https://t.co/GcakjK5hKH,,ACCOUNT_LOGIN,easy,False,
GOLD_195,281431,281431,@AmazonHelp damaged products received... &amp; cant contact Customer services?? Damn u https://t.co/ldlp2ATz4H,,DAMAGED_MISSING_ITEM,easy,False,
GOLD_196,1358999,1359001,@AmazonHelp Plus I have to take time out of my day and pay for shipping for YOUR mistake @115821 #fail,@436843 Oh no! I'm sorry for the poor experience! Available refund and return options can be found here: https://t.co/xGwpK7gCEh ^DW,DELIVERY_SHIPPING,easy,False,
GOLD_197,2318431,2318431,SanDisk Ultra MicroSDHC 32GB UHS-I Class 10 Memory Card With Adapter (Upto 80mbps Speed) https://t.co/kmUMEHehUB @AmazonHelp I could order just 1 instead of 2. Same issue with another order where maximum allowed per person is 5 nos. Of @90999 camera &amp; I could order just 1.,,PAYMENT_BILLING,easy,False,
GOLD_198,627847,627847,"@115850 if I don't like Alexa, how long do I have to return the Echo?",,REFUND_RETURN,easy,False,
GOLD_199,2275911,2275911,@AmazonHelp hi.your driver delivered my parcel to the wrong address and now have to wait till tue to see what happens..now someone has my items and probably opened the box which would class as theft. Could you please look into to this as I want to complain about the driver too,,ORDER_MODIFICATION,easy,False,
GOLD_200,314259,314257,"@AmazonHelp No notification, I had to log in and check the tracking to see that the delivery was delayed",@191026 How are you notified of the delays? Are we missing the original expected delivery date? ^NV,ACCOUNT_LOGIN,easy,False,
